Gene_ID,Gene_Symbol,Gene_Description,log2FoldChange,adjusted.P.Value,Regulation
816,CAMK2B,calcium/calmodulin dependent protein kinase II beta,-4.36211660553839,1.98779211810951e-05,DOWN
7276,TTR,transthyretin,-3.23229594495883,9.68992377193153e-07,DOWN
346389,MACC1,MET transcriptional regulator MACC1,2.69673756497331,3.36832688423787e-08,UP
23500,DAAM2,dishevelled associated activator of morphogenesis 2,-2.57865982715716,1.05457942756736e-08,DOWN
2852,GPER1,G protein-coupled estrogen receptor 1,-2.63256924688666,1.89513988432356e-08,DOWN
983,CDK1,cyclin dependent kinase 1,2.73025545189888,5.3206784095383e-08,UP
6469,SHH,sonic hedgehog signaling molecule,2.74100998983097,6.29494927556412e-08,UP
11346,SYNPO,synaptopodin,-2.30877835081357,3.38704391478146e-10,DOWN
10537,UBD,ubiquitin D,2.94470833401759,2.8064960611915e-07,UP
4741,NEFM,neurofilament medium chain,-3.90938259706794,1.00709716306607e-05,DOWN
2934,GSN,gelsolin,-2.47338034799243,4.48061295125271e-09,DOWN
7516,XRCC2,X-ray repair cross complementing 2,2.92573058030444,2.602660943458e-07,UP
8436,CAVIN2,caveolae associated protein 2,-3.54497512230113,4.03825153764304e-06,DOWN
5347,PLK1,polo like kinase 1,2.57073891466936,1.53787399052312e-08,UP
1191,CLU,clusterin,-2.6837901646671,4.88945246306856e-08,DOWN
728833,FAM72D,family with sequence similarity 72 member D,2.80617221194071,1.41707027886746e-07,UP
6546,SLC8A1,solute carrier family 8 member A1,-3.55713691737961,4.63310116508071e-06,DOWN
2840,GPR17,G protein-coupled receptor 17,-3.90874005215087,1.14283768162989e-05,DOWN
7102,TSPAN7,tetraspanin 7,-2.50971631435752,1.02004490112796e-08,DOWN
63876,PKNOX2,PBX/knotted 1 homeobox 2,-3.53067463765095,4.87006559050823e-06,DOWN
285382,C3orf70,chromosome 3 open reading frame 70,-2.53925910260391,1.88717971525374e-08,DOWN
79154,DHRS11,dehydrogenase/reductase 11,-2.41987126256626,4.7586720528144e-09,DOWN
100505385,IQCJ-SCHIP1,IQCJ-SCHIP1 readthrough,-3.11484743730082,1.07429372934067e-06,DOWN
54576,UGT1A8,UDP glucuronosyltransferase family 1 member A8,-3.02573354921659,7.00503376632495e-07,DOWN
3589,IL11,interleukin 11,3.93628719787426,1.38801116757485e-05,UP
5138,PDE2A,phosphodiesterase 2A,-3.16771639161279,1.43318081490473e-06,DOWN
55355,HJURP,Holliday junction recognition protein,2.51742766327011,1.67872914208304e-08,UP
79949,PLEKHS1,pleckstrin homology domain containing S1,3.69759731300957,8.26100364777931e-06,UP
4593,MUSK,muscle associated receptor tyrosine kinase,-3.01040815508783,7.32149071725672e-07,DOWN
341208,HEPHL1,hephaestin like 1,4.08265233388732,1.9681822172552e-05,UP
201501,ZBTB7C,zinc finger and BTB domain containing 7C,-3.01119249102033,7.48068912353819e-07,DOWN
84281,C2orf88,chromosome 2 open reading frame 88,-2.88952692110146,4.02638732308631e-07,DOWN
57452,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16,-3.02492881043122,8.53152754291372e-07,DOWN
5729,PTGDR,prostaglandin D2 receptor,-2.88231559891789,4.10962717559148e-07,DOWN
8470,SORBS2,sorbin and SH3 domain containing 2,-3.49777585158704,5.59192134645804e-06,DOWN
8708,B3GALT1,"beta-1,3-galactosyltransferase 1",-4.24585242132777,2.95542757337403e-05,DOWN
151126,ZNF385B,zinc finger protein 385B,-4.21807145584965,2.90331089608075e-05,DOWN
554282,FAM72C,family with sequence similarity 72 member C,3.2543621787587,2.84960150816007e-06,UP
1820,ARID3A,AT-rich interaction domain 3A,2.46004731967895,1.78914605149981e-08,UP
11254,SLC6A14,solute carrier family 6 member 14,3.78630470529714,1.35189679858121e-05,UP
55118,CRTAC1,cartilage acidic protein 1,-3.66665287100544,1.03140263662308e-05,DOWN
59352,LGR6,leucine rich repeat containing G protein-coupled receptor 6,2.67798607297374,1.47095362782059e-07,UP
2694,CBLIF,cobalamin binding intrinsic factor,3.87080398574327,1.71876624119793e-05,UP
114815,SORCS1,sortilin related VPS10 domain containing receptor 1,-4.17683324775792,2.97469883352912e-05,DOWN
29970,SCHIP1,schwannomin interacting protein 1,-3.0843894367983,1.78802363570152e-06,DOWN
54658,UGT1A1,UDP glucuronosyltransferase family 1 member A1,-2.99363621027354,1.25033704863668e-06,DOWN
11004,KIF2C,kinesin family member 2C,2.45037670489869,2.78935905255516e-08,UP
23022,PALLD,"palladin, cytoskeletal associated protein",-2.67708251761868,2.0640260954623e-07,DOWN
84699,CREB3L3,cAMP responsive element binding protein 3 like 3,-4.12488511238837,3.02721346615119e-05,DOWN
23382,AHCYL2,adenosylhomocysteinase like 2,-2.40767579832451,1.97745635769014e-08,DOWN
9833,MELK,maternal embryonic leucine zipper kinase,2.41641567302872,2.23371712793769e-08,UP
89958,SAPCD2,suppressor APC domain containing 2,2.69025798336188,2.55493815416004e-07,UP
81285,OR51E2,olfactory receptor family 51 subfamily E member 2,-4.04620092345766,2.79510672585753e-05,DOWN
6422,SFRP1,secreted frizzled related protein 1,-3.65112619808473,1.28479802820585e-05,DOWN
1271,CNTFR,ciliary neurotrophic factor receptor,-4.32411211489128,4.36858504231465e-05,DOWN
9201,DCLK1,doublecortin like kinase 1,-3.33831046852433,5.61202806815286e-06,DOWN
57595,PDZD4,PDZ domain containing 4,-3.56815470550945,1.07229136644015e-05,DOWN
158471,PRUNE2,prune homolog 2 with BCH domain,-2.84002031295354,7.09186152938802e-07,DOWN
132430,PABPC4L,poly(A) binding protein cytoplasmic 4 like,-3.8690653665848,2.14132984562791e-05,DOWN
55789,DEPDC1B,DEP domain containing 1B,2.65144533963882,2.19750803238919e-07,UP
2786,GNG4,G protein subunit gamma 4,2.83244816245887,7.94969559568987e-07,UP
171024,SYNPO2,synaptopodin 2,-5.33921303116439,0.000130373960394542,DOWN
402415,XKRX,XK related X-linked,2.8286003574958,7.86308652367987e-07,UP
54997,TESC,tescalcin,2.82571364419933,8.24185118100527e-07,UP
128239,IQGAP3,IQ motif containing GTPase activating protein 3,2.47534288737491,6.60253871341179e-08,UP
137075,CLDN23,claudin 23,-2.45076334800484,5.32642685640013e-08,DOWN
2845,GPR22,G protein-coupled receptor 22,3.55239497882724,1.2193096497889e-05,UP
7137,TNNI3,"troponin I3, cardiac type",4.54616693982934,6.56357542882409e-05,UP
6999,TDO2,"tryptophan 2,3-dioxygenase",3.00414726060418,2.04543242844944e-06,UP
196446,MYRFL,myelin regulatory factor like,4.48065944131329,6.12616625077397e-05,UP
1795,DOCK3,dedicator of cytokinesis 3,-3.65449244542876,1.58820054324818e-05,DOWN
10232,MSLN,mesothelin,2.73879916566711,5.27629271782427e-07,UP
43,ACHE,acetylcholinesterase (Yt blood group),-2.61983555876891,2.37972663910174e-07,DOWN
8777,MPDZ,multiple PDZ domain crumbs cell polarity complex component,-3.00931695599307,2.18654604768905e-06,DOWN
5754,PTK7,protein tyrosine kinase 7 (inactive),2.37109731610657,3.0956945639182e-08,UP
81624,DIAPH3,diaphanous related formin 3,2.48476291502296,9.81633481808149e-08,UP
6932,TCF7,transcription factor 7,3.01237080625996,2.5424251770675e-06,UP
169522,KCNV2,potassium voltage-gated channel modifier subfamily V member 2,3.57057704650197,1.50491945282373e-05,UP
23089,PEG10,paternally expressed 10,-2.82124500962347,1.07305815123447e-06,DOWN
54498,SMOX,spermine oxidase,2.3928206104066,4.85023999329552e-08,UP
675,BRCA2,BRCA2 DNA repair associated,2.35210765150299,3.18362470564101e-08,UP
8538,BARX2,BARX homeobox 2,-2.79026319925804,9.72160627814754e-07,DOWN
6712,SPTBN2,"spectrin beta, non-erythrocytic 2",2.4411859250244,8.01775372691986e-08,UP
9319,TRIP13,thyroid hormone receptor interactor 13,2.39153761506612,5.07633596077868e-08,UP
57460,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H",2.42688107065537,7.73429132720561e-08,UP
1805,DPT,dermatopontin,-4.35705243684044,6.3326276721394e-05,DOWN
55273,TMEM100,transmembrane protein 100,-2.88091235238615,1.73348904051971e-06,DOWN
5959,RDH5,retinol dehydrogenase 5,-2.35891121202551,4.53296963961464e-08,DOWN
4496,MT1H,metallothionein 1H,-3.31150099199019,9.4619136195089e-06,DOWN
23136,EPB41L3,erythrocyte membrane protein band 4.1 like 3,-2.32945098629733,3.95493180881347e-08,DOWN
54575,UGT1A10,UDP glucuronosyltransferase family 1 member A10,-3.24620866015614,8.3065162012548e-06,DOWN
22802,CLCA4,chloride channel accessory 4,-7.95184951304548,0.000477987013170665,DOWN
50943,FOXP3,forkhead box P3,2.54824825738679,3.2007118208129e-07,UP
1608,DGKG,diacylglycerol kinase gamma,-2.85171874894966,1.92212201801045e-06,DOWN
6550,SLC9A3,solute carrier family 9 member A3,-2.94978320905586,3.06382866685605e-06,DOWN
6372,CXCL6,C-X-C motif chemokine ligand 6,3.29154040832389,1.03083010144206e-05,UP
654463,FER1L6,fer-1 like family member 6,-3.23588210560376,8.79875280242436e-06,DOWN
72,ACTG2,"actin gamma 2, smooth muscle",-5.71655146483526,0.000226153487304907,DOWN
10875,FGL2,fibrinogen like 2,-2.26641768123503,3.58299520785336e-08,DOWN
57733,GBA3,glucosylceramidase beta 3 (gene/pseudogene),-3.65725086600765,2.76740190570898e-05,DOWN
10350,ABCA9,ATP binding cassette subfamily A member 9,-2.79551071478207,1.94374651575887e-06,DOWN
144455,E2F7,E2F transcription factor 7,2.53891054628783,4.33998506908169e-07,UP
7104,TM4SF4,transmembrane 4 L six family member 4,5.20391643278446,0.00017123147397576,UP
94234,FOXQ1,forkhead box Q1,5.61470167175081,0.000223749415413276,UP
9899,SV2B,synaptic vesicle glycoprotein 2B,-3.92549001935373,4.51636421840533e-05,DOWN
1675,CFD,complement factor D,-2.71186940600904,1.29890708228942e-06,DOWN
340419,RSPO2,R-spondin 2,-3.82139840680076,3.88544134337368e-05,DOWN
7447,VSNL1,visinin like 1,3.31859388115738,1.36210928605995e-05,UP
7804,LRP8,LDL receptor related protein 8,2.54014427144624,5.16502141293213e-07,UP
79085,SLC25A23,solute carrier family 25 member 23,-2.24218107043508,4.20787722383753e-08,DOWN
51196,PLCE1,phospholipase C epsilon 1,-2.18483178685531,2.29030245373473e-08,DOWN
399694,SHC4,SHC adaptor protein 4,-3.87918060008841,4.79747239426323e-05,DOWN
5570,PKIB,cAMP-dependent protein kinase inhibitor beta,-2.74064980539632,2.09676558384945e-06,DOWN
1238,ACKR2,atypical chemokine receptor 2,-3.25856680303098,1.40147458973765e-05,DOWN
144406,CFAP251,cilia and flagella associated protein 251,3.32323115336889,1.71587643768009e-05,UP
54443,ANLN,"anillin, actin binding protein",2.42161905683875,3.15854458085911e-07,UP
54474,KRT20,keratin 20,-2.53565599470582,7.34465943975337e-07,DOWN
32,ACACB,acetyl-CoA carboxylase beta,-2.06617188603345,6.58409024275569e-09,DOWN
126433,FBXO27,F-box protein 27,-3.38191202967781,2.14181951331307e-05,DOWN
1894,ECT2,epithelial cell transforming 2,2.21258151646475,5.4322760537316e-08,UP
53827,FXYD5,FXYD domain containing ion transport regulator 5,2.23299876902749,7.01273785559028e-08,UP
5742,PTGS1,prostaglandin-endoperoxide synthase 1,-3.02487260393923,8.12177258003169e-06,DOWN
55388,MCM10,minichromosome maintenance 10 replication initiation factor,2.37357137511632,2.77031756371721e-07,UP
10024,TROAP,trophinin associated protein,2.44684230624592,5.04117529242553e-07,UP
57758,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",-2.63827296397078,1.66782141743981e-06,DOWN
3673,ITGA2,integrin subunit alpha 2,2.35486376576209,2.57678141141777e-07,UP
2875,GPT,glutamic--pyruvic transaminase,-2.3456402430279,2.41092709037017e-07,DOWN
26586,CKAP2,cytoskeleton associated protein 2,2.21471796632556,6.98702876524802e-08,UP
1063,CENPF,centromere protein F,2.29122537508461,1.70500411927006e-07,UP
2641,GCG,glucagon,-4.19494870306478,9.32456883188145e-05,DOWN
388364,TMIGD1,transmembrane and immunoglobulin domain containing 1,-6.40867905730712,0.000396820601077019,DOWN
30815,ST6GALNAC6,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",-2.58944199595571,1.60118204368736e-06,DOWN
1908,EDN3,endothelin 3,-2.69236942366766,2.72650332460264e-06,DOWN
5101,PCDH9,protocadherin 9,-3.60112707419714,4.05869081927223e-05,DOWN
54857,GDPD2,glycerophosphodiester phosphodiesterase domain containing 2,-3.17287095127526,1.58348669636743e-05,DOWN
92949,ADAMTSL1,ADAMTS like 1,-2.56338928139719,1.44654130222695e-06,DOWN
815,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,-3.56566589541798,4.01423713282389e-05,DOWN
9787,DLGAP5,DLG associated protein 5,2.27651158118753,2.07763780434079e-07,UP
55165,CEP55,centrosomal protein 55,2.45905203659465,8.55018692136091e-07,UP
1511,CTSG,cathepsin G,-2.93141910288174,8.45514629108635e-06,DOWN
4147,MATN2,matrilin 2,-2.35276673554348,4.35205058098362e-07,DOWN
202374,STK32A,serine/threonine kinase 32A,-3.06723416355626,1.36599861356201e-05,DOWN
4493,MT1E,metallothionein 1E,-2.59700335268145,2.25038428540177e-06,DOWN
26033,ATRNL1,attractin like 1,-3.11875421541521,1.645004149132e-05,DOWN
83461,CDCA3,cell division cycle associated 3,2.22972121609629,1.82180535366658e-07,UP
79026,AHNAK,AHNAK nucleoprotein,-2.24516357993957,2.18364743722128e-07,DOWN
4026,LPP,LIM domain containing preferred translocation partner in lipoma,-2.13111873710475,7.25306561120488e-08,DOWN
78986,DUSP26,dual specificity phosphatase 26,-3.52420483009776,4.38637048531471e-05,DOWN
3977,LIFR,LIF receptor subunit alpha,-3.1774460955035,2.07584264445117e-05,DOWN
54884,RETSAT,retinol saturase,-2.15115798643829,9.41222087626503e-08,DOWN
54798,DCHS2,dachsous cadherin-related 2,-3.65518836735541,5.69052745539013e-05,DOWN
1215,CMA1,chymase 1,-2.84333152510862,8.12627853409003e-06,DOWN
375057,STUM,"stum, mechanosensory transduction mediator homolog",-3.50059870157517,4.47078999931745e-05,DOWN
158866,ZDHHC15,zinc finger DHHC-type palmitoyltransferase 15,-3.63234737840389,5.64099349355209e-05,DOWN
9314,KLF4,KLF transcription factor 4,-2.72260615149529,5.48516496327184e-06,DOWN
11211,FZD10,frizzled class receptor 10,3.80242495073261,7.65086160053036e-05,UP
8771,TNFRSF6B,TNF receptor superfamily member 6b,3.16325943395302,2.34206824854815e-05,UP
6659,SOX4,SRY-box transcription factor 4,2.0290783889576,3.61561986785769e-08,UP
137872,ADHFE1,alcohol dehydrogenase iron containing 1,-2.42354041741892,1.32406797390852e-06,DOWN
285313,IGSF10,immunoglobulin superfamily member 10,-2.66482860769729,4.70582861378715e-06,DOWN
2139,EYA2,EYA transcriptional coactivator and phosphatase 2,-3.00532454664783,1.61133244329221e-05,DOWN
1610,DAO,D-amino acid oxidase,-3.92378065924571,9.52090360332624e-05,DOWN
4973,OLR1,oxidized low density lipoprotein receptor 1,3.21541532906457,2.91480737808755e-05,UP
3248,HPGD,15-hydroxyprostaglandin dehydrogenase,-2.54890475198428,2.98186479564996e-06,DOWN
7140,TNNT3,"troponin T3, fast skeletal type",-3.45906092432962,4.84962572925505e-05,DOWN
113130,CDCA5,cell division cycle associated 5,2.34906950757894,9.18942286814357e-07,UP
8547,FCN3,ficolin 3,3.83004537225304,8.83600945661517e-05,UP
79608,RIC3,RIC3 acetylcholine receptor chaperone,-3.54507551301338,5.76203550139196e-05,DOWN
9796,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein,-3.4985009838786,5.36808917605413e-05,DOWN
7483,WNT9A,Wnt family member 9A,-3.25695593364051,3.33545702371921e-05,DOWN
1760,DMPK,DM1 protein kinase,-2.32306485311108,8.37768795440232e-07,DOWN
5067,CNTN3,contactin 3,-2.6139022292182,4.48794877785824e-06,DOWN
23035,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,-2.17024258611772,2.48816267359205e-07,DOWN
4137,MAPT,microtubule associated protein tau,-3.35677093951076,4.2874113441217e-05,DOWN
85477,SCIN,scinderin,-2.35246496233854,1.07803486081022e-06,DOWN
2247,FGF2,fibroblast growth factor 2,-2.37629991873269,1.27612554412682e-06,DOWN
9569,GTF2IRD1,GTF2I repeat domain containing 1,2.06577083844789,9.13560131551078e-08,UP
6998,CRIPTO3,"cripto, EGF-CFC family member 3",3.78329072305174,9.15312848954238e-05,UP
7045,TGFBI,transforming growth factor beta induced,2.28723057658696,7.72042373206209e-07,UP
10669,CGREF1,cell growth regulator with EF-hand domain 1,2.26480329514688,6.53332520045273e-07,UP
64699,TMPRSS3,transmembrane serine protease 3,2.56082034552358,3.9747989217804e-06,UP
4085,MAD2L1,mitotic arrest deficient 2 like 1,2.23583005930197,5.24311522659015e-07,UP
6446,SGK1,serum/glucocorticoid regulated kinase 1,-2.94193186410609,1.70986088332693e-05,DOWN
79937,CNTNAP3,contactin associated protein family member 3,-3.35650107897022,4.64279062266042e-05,DOWN
729533,FAM72A,family with sequence similarity 72 member A,2.40483809682358,1.77446351505308e-06,UP
4621,MYH3,myosin heavy chain 3,-2.99088820842036,2.00160586187427e-05,DOWN
23657,SLC7A11,solute carrier family 7 member 11,2.49110613371399,2.93121345974658e-06,UP
57158,JPH2,junctophilin 2,-4.56802068480893,0.000215615463151928,DOWN
64151,NCAPG,non-SMC condensin I complex subunit G,2.23687574560805,5.88800494732358e-07,UP
6581,SLC22A3,solute carrier family 22 member 3,2.43695580290687,2.46137740865783e-06,UP
4857,NOVA1,NOVA alternative splicing regulator 1,-3.25453561760549,4.12080683801563e-05,DOWN
6855,SYP,synaptophysin,-2.55887069909026,4.68014356633312e-06,DOWN
891,CCNB1,cyclin B1,2.25156464836224,7.50742031920442e-07,UP
8611,PLPP1,phospholipid phosphatase 1,-2.13060667015383,3.06219622775182e-07,DOWN
8174,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,-2.79350026760895,1.29643193035622e-05,DOWN
100289279,CNTNAP3C,contactin associated protein family member 3C,-3.14949163573339,3.5729858873986e-05,DOWN
2263,FGFR2,fibroblast growth factor receptor 2,-2.6018699648357,6.47052075951672e-06,DOWN
2305,FOXM1,forkhead box M1,2.19334455488001,5.81523038179889e-07,UP
8348,H2BC17,H2B clustered histone 17,2.23252158252528,8.16157138020154e-07,UP
4208,MEF2C,myocyte enhancer factor 2C,-2.77732039211245,1.32222768277243e-05,DOWN
25840,TMT1A,thiol methyltransferase 1A,-2.20659648441839,6.793218526633e-07,DOWN
27111,SDCBP2,syndecan binding protein 2,-2.19941325811445,7.3616481432995e-07,DOWN
2069,EREG,epiregulin,2.4103624686475,2.96438010827062e-06,UP
2294,FOXF1,forkhead box F1,-2.66350222960672,9.57201105364538e-06,DOWN
699,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,2.2466628247831,1.06593620034058e-06,UP
56603,CYP26B1,cytochrome P450 family 26 subfamily B member 1,-2.43015279099216,3.36816281073843e-06,DOWN
259292,TAS2R46,taste 2 receptor member 46,3.9299072423024,0.000139267086730754,UP
54084,TSPEAR,thrombospondin type laminin G domain and EAR repeats,3.85588851738828,0.000127738211682783,UP
85455,DISP2,dispatched RND transporter family member 2,-2.3244256480517,1.85099969974468e-06,DOWN
10635,RAD51AP1,RAD51 associated protein 1,2.22216373073731,9.79978991173587e-07,UP
2295,FOXF2,forkhead box F2,-3.40979893252705,7.01878541488733e-05,DOWN
5523,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha,-2.082589569755,3.13678116409369e-07,DOWN
29841,GRHL1,grainyhead like transcription factor 1,2.68624609333934,1.1713002367804e-05,UP
57554,LRRC7,leucine rich repeat containing 7,-3.61099704862664,9.83780274347414e-05,DOWN
157777,MCMDC2,minichromosome maintenance domain containing 2,3.95430549181503,0.000151664972567732,UP
115,ADCY9,adenylate cyclase 9,-2.10522337457559,4.09720820286619e-07,DOWN
733,C8G,complement C8 gamma chain,-3.44746406716838,7.7510052908084e-05,DOWN
4501,MT1X,metallothionein 1X,-2.30601557034397,2.06733830718503e-06,DOWN
5328,PLAU,"plasminogen activator, urokinase",2.41441988169705,3.98594220051086e-06,UP
2307,FOXS1,forkhead box S1,4.21156390378621,0.000207357210787441,UP
25788,RAD54B,RAD54 homolog B,2.18814384734544,1.07433493295373e-06,UP
3306,HSPA2,heat shock protein family A (Hsp70) member 2,-2.73246985013458,1.65236075409435e-05,DOWN
4133,MAP2,microtubule associated protein 2,-3.16855051508999,5.22779244986802e-05,DOWN
94030,LRRC4B,leucine rich repeat containing 4B,-3.30092718946166,6.76067862693029e-05,DOWN
8313,AXIN2,axin 2,2.22703473818746,1.56355625766897e-06,UP
63951,DMRTA1,DMRT like family A1,-3.38979362574029,8.14982494769979e-05,DOWN
6652,SORD,sorbitol dehydrogenase,2.11665635056566,8.30459417778229e-07,UP
6442,SGCA,sarcoglycan alpha,-4.2354484660057,0.000233890160286617,DOWN
2049,EPHB3,EPH receptor B3,2.37342440937879,4.4665683867363e-06,UP
3570,IL6R,interleukin 6 receptor,-2.16566957454316,1.25313714747643e-06,DOWN
57458,TMCC3,transmembrane and coiled-coil domain family 3,-2.15647031841841,1.19314330439095e-06,DOWN
79861,TUBAL3,tubulin alpha like 3,-2.38703786837749,4.96716310345661e-06,DOWN
